101	[3463, 3461, 3466, 3500, 3459]
102	[3526, 3508, 3501, 3524, 3522]
103	[3546, 3549, 3552, 3537, 3532]
104	[3582, 3557, 3587, 3561, 3577]
105	[3611, 3598, 3597, 3601, 3618]
106	[3648, 3651, 3673, 3672, 3665]
107	[3705, 3685, 3715, 3711, 3704]
108	[3720, 3724, 3722, 3733, 3729]
109	[3765, 3764, 3758, 3775, 3779]
110	[3787, 3798, 3781, 3789, 3796]
111	[3808, 3830, 3804, 3821, 3807]
112	[3831, 3839, 3840, 3864, 3856]
113	[3875, 3886, 3907, 3877, 3883]
114	[3910, 3908, 3929, 3915, 3911]
115	[3986, 3982, 3966, 3959, 3976]
116	[4001, 3987, 4004, 4009, 4002]
117	[4033, 4020, 4029, 4025, 4018]
118	[4057, 4042, 4050, 4060, 4069]
119	[4076, 4094, 4072, 4085, 4100]
120	[4114, 4124, 4105, 4101, 4135]
121	[4163, 4151, 4159]
122	[4199, 4229, 4208]
123	[4285, 4270, 4230]
124	[4314, 4354, 4308]
125	[4359, 4405, 4382]
126	[4423, 4438, 4440]
127	[4463, 4486, 4487]
128	[4501, 4520, 4525]
129	[4551, 4586, 4533]
130	[4612, 4606, 4592]
131	[4655, 4647, 4670]
132	[4691, 4690, 4710]
133	[4736, 4733, 4757]
134	[4771, 4799, 4800]
135	[4812, 4849, 4830]
136	[5044, 5056, 4954]
137	[5082, 5077, 5079]
138	[5106, 5133, 5095]
139	[5161, 5156, 5175]
140	[5184, 5207, 5212]
166	[6201, 6196, 6195, 6222, 6212]
167	[6276, 6249, 6248, 6247, 6269]
168	[6341, 6281, 6340, 6295, 6305]
169	[6342, 6361, 6363, 6343, 6364]
170	[6371, 6401, 6404, 6377, 6392]
171	[6427, 6411, 6423]
172	[6469, 6466, 6463]
173	[6499, 6496, 6511]
174	[6542, 6530, 6545]
175	[6576, 6551, 6564]
