101	[3500, 3499, 3498, 3496, 3495]
102	[3529, 3522, 3525, 3503, 3509]
103	[3555, 3532, 3545, 3539, 3533]
104	[3595, 3590, 3589, 3588, 3586]
105	[3635, 3634, 3630, 3629, 3627]
106	[3683, 3681, 3679, 3647, 3636]
107	[3718, 3717, 3705, 3698, 3685]
108	[3757, 3722, 3721, 3734, 3724]
109	[3779, 3776, 3773, 3772, 3771]
110	[3803, 3788, 3797, 3795, 3780]
111	[3829, 3808, 3828, 3826, 3805]
112	[3868, 3867, 3864, 3865, 3832]
113	[3907, 3906, 3901, 3884, 3871]
114	[3939, 3938, 3931, 3915, 3909]
115	[3986, 3984, 3951, 3950, 3941]
116	[4011, 4010, 4009, 4001, 4000]
117	[4036, 4035, 4034, 4033, 4031]
118	[4070, 4069, 4063, 4061, 4058]
119	[4100, 4099, 4096, 4095, 4073]
120	[4135, 4126, 4109, 4112, 4104]
121	[4136, 4160, 4159, 4157, 4137]
122	[4229, 4208, 4205, 4206, 4182]
123	[4231, 4270, 4233, 4230, 4271]
124	[4308, 4352, 4330, 4332, 4309]
125	[4406, 4405, 4382, 4379, 4357]
126	[4440, 4438, 4425, 4412, 4409]
127	[4486, 4487, 4441, 4490, 4442]
128	[4525, 4519, 4522, 4493, 4524]
129	[4533, 4584, 4532, 4530, 4531]
130	[4621, 4606, 4590, 4592, 4589]
131	[4646, 4670, 4671, 4622, 4625]
132	[4710, 4706, 4690, 4705, 4708]
133	[4761, 4757, 4733, 4711, 4758]
134	[4798, 4800, 4779, 4783, 4762]
135	[4830, 4852, 4826, 4827, 4828]
136	[5056, 4954, 5060, 5057, 5058]
137	[5079, 5077, 5078, 5063, 5064]
138	[5133, 5116, 5095, 5098, 5134]
139	[5156, 5175, 5137, 5176, 5136]
140	[5211, 5195, 5213, 5212, 5196]
166	[6239, 6238, 6194, 6228, 6196]
167	[6278, 6277, 6276, 6275, 6241]
168	[6341, 6340, 6339, 6317, 6316]
169	[6366, 6365, 6363, 6358, 6357]
170	[6404, 6403, 6401, 6400, 6399]
171	[6440, 6406, 6423, 6405, 6408]
172	[6484, 6466, 6461, 6445, 6443]
173	[6496, 6511, 6515, 6514, 6497]
174	[6548, 6547, 6545, 6531, 6530]
175	[6584, 6569, 6567, 6551, 6549]
