101	1.0	10	10
102	1.0	10	10
103	1.0	9	9
104	1.0	10	10
105	1.0	10	10
106	1.0	10	10
107	1.0	10	10
108	1.0	10	10
109	1.0	10	10
110	1.0	9	9
111	1.0	10	10
112	1.0	10	10
113	1.0	10	10
114	1.0	10	10
115	1.0	10	10
116	1.0	10	10
117	1.0	6	6
118	1.0	10	10
119	1.0	10	10
120	1.0	10	10
121	1.0	3	3
122	1.0	3	3
123	1.0	3	3
124	1.0	3	3
125	1.0	3	3
126	1.0	3	3
127	1.0	3	3
128	1.0	3	3
129	1.0	3	3
130	1.0	3	3
131	1.0	3	3
132	1.0	3	3
133	1.0	3	3
134	1.0	3	3
135	1.0	3	3
136	1.0	3	3
137	1.0	3	3
138	1.0	3	3
139	1.0	3	3
140	1.0	3	3
166	1.0	10	10
167	1.0	10	10
168	1.0	10	10
169	1.0	10	10
170	1.0	10	10
171	1.0	3	3
172	1.0	3	3
173	1.0	3	3
174	1.0	3	3
175	1.0	3	3
